Userlist,data
"{'800482': 'chungcpok', '1874200': 'pndangtruong', '1683609': 'Jones Xà Beng', '971603': 'gazer000', '154519': 'ColdBailey', '1932605': 'liarboy', '1686530': 'hungmessi2', '1776690': 'xuanduz', '1418528': 'socola_smile', '590446': 'bitua1412'}","{'message_id': '28694047', 'message_time': 'No date found in the string', 'quote': [['28665892'], {'blockid': '800482', 'data_source': '28665892', 'data_text': '\n\nchungcpok said:\n\n\n\nBác nào kinh nghiệm phỏng vấn rùi cho em hỏi là phỏng vấn technical mà dùng google search thì có được không nhỉ\nTks các bác!!\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nchungcpok said:\n\n\n\nBác nào kinh nghiệm phỏng vấn rùi cho em hỏi là phỏng vấn technical mà dùng google search thì có được không nhỉ\nTks các bác!!\n\nClick to expand...\n\nko biết thì nói là ko biết và hứa là sẽ tìm hiểu thêm\nchứ ko biết mà còn mưu mô là interviewer họ biết ngay thôi, tới đó vừa bị đánh giá là yếu mà còn ko trung thực \n\n\n\n\n\xa0\n'}"
"{'1540161': 'Love U So Much', '1637633': 'litschool', '1885632': 'phongdev25', '1876704': 'JavaNeverDie002', '1925728': 'GoogleMen', '1686530': 'hungmessi2', '1874200': 'pndangtruong', '1322685': 'Cay But Xoa', '1915363': 'NghiemAbe', '1935402': 'huytruong0612', '1709792': 'iuLinhHo', '1683420': 'dan ong khong dan ba', '800482': 'chungcpok'}","{'message_id': '28666223', 'message_time': 'No date found in the string', 'quote': [['28665892'], {'blockid': '800482', 'data_source': '28665892', 'data_text': '\n\nchungcpok said:\n\n\n\nBác nào kinh nghiệm phỏng vấn rùi cho em hỏi là phỏng vấn technical mà dùng google search thì có được không nhỉ\nTks các bác!!\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nchungcpok said:\n\n\n\nBác nào kinh nghiệm phỏng vấn rùi cho em hỏi là phỏng vấn technical mà dùng google search thì có được không nhỉ\nTks các bác!!\n\nClick to expand...\n\npv onl à bác\n\n\xa0\n'}"
"{'1935402': 'huytruong0612', '1683609': 'Jones Xà Beng', '1885632': 'phongdev25', '1752374': 'haianh1233', '1599873': 'JUchi', '1841361': 'fkphua3', '1614485': 'caothuphu2013', '1776690': 'xuanduz', '1922538': 'Nino144', '1544029': 'Ruoi Den', '1502750': 'bembem1011', '1433644': 'askri79', '1726645': 'domitif99', '1876443': 'Hiimchic', '1850962': 'Part-time Engineer', '1776358': 'xXEVENXx'}","{'message_id': '28603284', 'message_time': datetime.datetime(2023, 10, 30, 14, 4), 'quote': [], 'text': '\n\nAgribank đăng tuyển hơn 100 nhân sự CNTT. Bác nào có kinh nghiệm về làm việc tại IT Bank của ngân hàng chưa ạ?\n\n\xa0\n'}"
"{'1544029': 'Ruoi Den', '590446': 'bitua1412', '1932605': 'liarboy', '1540161': 'Love U So Much', '1876704': 'JavaNeverDie002', '1937913': 'hiepnnt', '1752374': 'haianh1233', '1776690': 'xuanduz', '1935402': 'huytruong0612'}","{'message_id': '28560473', 'message_time': datetime.datetime(2023, 10, 28, 0, 34), 'quote': [['28560029'], {'blockid': '1935402', 'data_source': '28560029', 'data_text': '\n\nhuytruong0612 said:\n\n\n\nBác cho em hỏi bài test đấy kiểu dạng letcode và hackerank đúng không ạ. Và môi truờng ở cty thì thế nào ạ.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nhuytruong0612 said:\n\n\n\nBác cho em hỏi bài test đấy kiểu dạng letcode và hackerank đúng không ạ. Và môi truờng ở cty thì thế nào ạ.\n\nClick to expand...\n\ntest trắc nghiệm thím à\nmôi trường trẻ trung, vui vẻ\n\n\xa0\n'}"
"{'1682795': 'art3mirr', '1614485': 'caothuphu2013', '1904964': 'kayohuynh', '1730165': 'Xíu leo', '1813800': '_ASCII', '1728101': 'tan264', '1935402': 'huytruong0612', '1780954': 'tumoqun', '1932012': 'Ultimate Twins', '1766835': 'Web.Coder', '1776690': 'xuanduz', '1137766': 'sswwwwwwss', '590446': 'bitua1412', '1677054': 'manhsixpacks', '1752374': 'haianh1233'}","{'message_id': '28552087', 'message_time': datetime.datetime(2023, 10, 27, 15, 15), 'quote': [['28551442'], {'blockid': '590446', 'data_source': '28551442', 'data_text': '\n\nbitua1412 said:\n\n\n\nmình vừa pv bên đó mấy hôm trước\nko phải là trễ lương, mà là bên đó chốt ngày nhận lương là ngày 15 hàng tháng (HR bảo thế)\nvề dự án thì mình dc nói là làm dự án chung với team bên malay\nvụ ông CEO là ai thì mình ko để ý lắm, tại xác định cũng chả dc mấy khi gặp ổng \nlương thì cũng ổn (đối với hiện tại), mình dc HR báo max là 2k\n\nnhưng mà coi review thì thấy ít thông tin quá, toàn ảo nên cũng hơi lo \n\n\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nbitua1412 said:\n\n\n\nmình vừa pv bên đó mấy hôm trước\nko phải là trễ lương, mà là bên đó chốt ngày nhận lương là ngày 15 hàng tháng (HR bảo thế)\nvề dự án thì mình dc nói là làm dự án chung với team bên malay\nvụ ông CEO là ai thì mình ko để ý lắm, tại xác định cũng chả dc mấy khi gặp ổng \nlương thì cũng ổn (đối với hiện tại), mình dc HR báo max là 2k\n\nnhưng mà coi review thì thấy ít thông tin quá, toàn ảo nên cũng hơi lo \n\n\n\nClick to expand...\n\nNghe nói task làm nhàn, có đứa làm team dot net bảo với mình thế. Thường thì ceo quyết định văn hóa cty nên bạn cần review thì mình nói kênh youtube để tham khảo\n\n\xa0\n'}"
"{'1678897': 'above the peak', '391960': 'hoangphi1650', '1863104': 'dark_matter', '1544029': 'Ruoi Den', '1797336': 'Mô hình', '1838150': 'Frankie9x', '1771708': 'dinhson2212', '1750159': 'LobsterM', '1836367': 'LuukaCHymm', '1799142': 'MrDangDang', '1875738': 'EpicwarHD', '434640': 'DreamingFighter', '1689041': 'horus99', '1714157': 'Darjeeling16', '40218': 'tcx2k7'}","{'message_id': '28421083', 'message_time': datetime.datetime(2023, 10, 20, 17, 21), 'quote': [['28038768'], {'blockid': '1703660', 'data_source': '28038768', 'data_text': '\n\nCa.Chua said:\n\n\n\nCác thím cho em xin review amazon vietnam\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nCa.Chua said:\n\n\n\nCác thím cho em xin review amazon vietnam\n\nClick to expand...\n\nBác PV chưa? Vị trí nào vậy?\n\n\xa0\n'}"
"{'1430948': 'hoangquan1204', '1401282': 'tu_tay_bop_dai', '1789001': 'Violet_7', '1912326': 'fakerjs', '1734007': 'hail75', '1456199': 'nguyenducst', '1454592': 'talaai1312_ver6', '1815998': 'perepermin', '1854057': 'uchihahahaha28', '1919998': 'haisonitpro', '1929380': 'chaychanh', '1489957': 'logachune', '1932012': 'Ultimate Twins', '1925823': 'vynvyn', '1932622': 'Liam.Nguyen', '1841361': 'fkphua3', '1926237': 'taicamap', '1811374': 'asida118'}","{'message_id': '28233687', 'message_time': datetime.datetime(2023, 10, 10, 21, 53), 'quote': [], 'text': '\n\nCó ae nào làm ở Aswhite Global không ạ, cho xin ý review với ạ.\n\n\n\n\n\xa0\n'}"
"{'1703660': 'Ca.Chua', '1873297': 'LichLu', '1882288': 'flandre6789', '1451449': 'VietNamVoDichAFF', '1399294': 'littinh123', '1884237': 'hiraki_ryo', '1805956': 'đangphanvan', '512020': 'Linkhayer', '1678897': 'above the peak', '1797500': 'anhducnp', '1771708': 'dinhson2212', '971603': 'gazer000', '1822372': 'dev 10', '1892096': 'huynguyen145', '1930577': 'KHalee', '1020052': 'half.alone', '1877813': 'lits_no10mon'}","{'message_id': '28085929', 'message_time': 'No date found in the string', 'quote': [['28080087'], {'blockid': '1020052', 'data_source': '28080087', 'data_text': '\n\nhalf.alone said:\n\n\n\nMình mới phỏng vấn xong. Phỏng vấn đã đời xong rồi mới nói là: ""nộp bảo hiểm cho NLĐ với mức lương cơ bản"". Lương cao thì chẳng nói làm gì, lương chẳng ra sao nên mới chán.\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nhalf.alone said:\n\n\n\nMình mới phỏng vấn xong. Phỏng vấn đã đời xong rồi mới nói là: ""nộp bảo hiểm cho NLĐ với mức lương cơ bản"". Lương cao thì chẳng nói làm gì, lương chẳng ra sao nên mới chán.\n\nClick to expand...\n\nShare quá trình pv + nội dung được không bro.\n\n\xa0\n'}"
"{'1511566': 'WasupMoFucker', '1410876': 'crazy9x256', '1847816': 'minhmoon', '590446': 'bitua1412', '1435719': 'Vinh69', '1672367': 'zero2603', '1811038': 'tieuphu26', '1848358': 'Big City Bear', '1728101': 'tan264', '1838778': 'may_lang_thang_2', '1709095': 'NguyenDuyNien', '1724675': 'tranduchuy682', '1721020': 'LoserThapNghiep', '1805956': 'đangphanvan', '1799010': 'DevQuènn', '1797500': 'anhducnp'}","{'message_id': '28035053', 'message_time': datetime.datetime(2023, 9, 30, 13, 45), 'quote': [['28027308'], {'blockid': '1805956', 'data_source': '28027308', 'data_text': '\n\nđangphanvan said:\n\n\n\nCó hỏi về nhúng không bro, hay chỉ hỏi về C++ thôi\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nđangphanvan said:\n\n\n\nCó hỏi về nhúng không bro, hay chỉ hỏi về C++ thôi\n\nClick to expand...\n\nk hỏi nhúng bro ạ, chỉ hỏi về C++ thôi bro\n\n\xa0\n'}"
"{'1410876': 'crazy9x256', '596452': 'tolmiss', '1910448': 'phuquytaithien', '1881737': 'bnmd.td', '1919998': 'haisonitpro', '1445736': 'crazykid.1', '1902145': 'Cryolite.1឴', '1721020': 'LoserThapNghiep', '1456199': 'nguyenducst', '1599873': 'JUchi', '1758315': 'Lambda_DiA', '1675247': 'buonsonho', '1673377': 'dntthuan064', '1020052': 'half.alone', '902557': 'thuylinh8910', '1731086': 'nivnemo', '1855358': 'RiDoGanhTeam', '512020': 'Linkhayer'}","{'message_id': '27953764', 'message_time': datetime.datetime(2023, 9, 26, 14, 5), 'quote': [['27470991'], {'blockid': '1922538', 'data_source': '27470991', 'data_text': '\n\nNino144 said:\n\n\n\nMình sv năm cuối, có 2 project về weather forecast, ecommerce website và 2 project management lúc đi thực tập mà sao lúc xin ứng tuyển cho java web fresher mà không nhận reply nào cả. Mn tư vấn giúp em với ạ\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nNino144 said:\n\n\n\nMình sv năm cuối, có 2 project về weather forecast, ecommerce website và 2 project management lúc đi thực tập mà sao lúc xin ứng tuyển cho java web fresher mà không nhận reply nào cả. Mn tư vấn giúp em với ạ\n\nClick to expand...\n\nnăm nay khó khăn lắm fency, một job mà vài trăm application thì người ta lọc từ từ, gọi mấy ông có kinh nghiệm trước, sau đó mới gọi sinh viên thôi.\n\n\xa0\n'}"
"{'1865793': 'richard_lin01', '1672367': 'zero2603', '1540161': 'Love U So Much', '1901571': 'monmon2265', '1789011': 'the_gioi_that_dep', '1544029': 'Ruoi Den', '1752374': 'haianh1233', '1738045': 'hieunm3538', '1682761': 'Ace2812', '1898087': 'Chúng Sinh Bình Đẳng', '1877981': 'billy_don', '1266294': 'wevoz', '1877813': 'lits_no10mon', '1287238': 'nhoccoi96vp'}","{'message_id': '27876188', 'message_time': datetime.datetime(2023, 9, 21, 22, 42), 'quote': [['27555127'], {'blockid': '1923036', 'data_source': '27555127', 'data_text': '\n\nbeobeboi0905 said:\n\n\n\nQuy trình phỏng vấn gồm có 3 vòng, vòng 1 là làm code testing trên Hacker Rank, vòng 2 là technical interview vòng này hỏi khá kỹ, hỏi cho tới chết, vòng còn lại thì là deal lương với HR. Tôi bị fail ở ngay vòng 2 vì technical interview họ hỏi khá kỹ và sâu. Vòng 2 này thì có 2 section: 1 là live code, làm một số bài toán khá đơn giản và section cuối là phỏng vấn kỹ thuật\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nbeobeboi0905 said:\n\n\n\nQuy trình phỏng vấn gồm có 3 vòng, vòng 1 là làm code testing trên Hacker Rank, vòng 2 là technical interview vòng này hỏi khá kỹ, hỏi cho tới chết, vòng còn lại thì là deal lương với HR. Tôi bị fail ở ngay vòng 2 vì technical interview họ hỏi khá kỹ và sâu. Vòng 2 này thì có 2 section: 1 là live code, làm một số bài toán khá đơn giản và section cuối là phỏng vấn kỹ thuật\n\nClick to expand...\n\nNghe giang hồ đồn phỏng vấn 9 vòng tận 1 tháng lận cơ mà nhỉ?\n\n\xa0\n'}"
"{'1724209': 'ThợCode', '1714157': 'Darjeeling16', '1925728': 'GoogleMen', '1752374': 'haianh1233', '1544029': 'Ruoi Den', '1734300': 'monster_hunter', '1910448': 'phuquytaithien', '1672367': 'zero2603', '1789011': 'the_gioi_that_dep', '1636045': 'faraday_latao', '1918892': 'mono.execute', '1456199': 'nguyenducst', '1876443': 'Hiimchic', '1721020': 'LoserThapNghiep', '1898298': 'Dbeaver', '1540161': 'Love U So Much'}","{'message_id': '27798722', 'message_time': datetime.datetime(2023, 9, 18, 0, 6), 'quote': [['27798543'], {'blockid': '1898298', 'data_source': '27798543', 'data_text': '\n\nDbeaver said:\n\n\n\nthấy bác trc có làm remote\ngiờ vẫn làm remote cty nươc ngoài hả bác\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nDbeaver said:\n\n\n\nthấy bác trc có làm remote\ngiờ vẫn làm remote cty nươc ngoài hả bác\n\nClick to expand...\n\nko e làm hybrid thôi, giờ vẫn code đây, mai lên cty hay ko tuỳ thuộc giờ đi ngủ \n\n\xa0\n'}"
"{'1399294': 'littinh123', '1827188': 'thansam123', '1848651': 'Rhett Butler567', '1916418': 'motherofnick97', '1825413': 'majesticme', '1923036': 'beobeboi0905', '1511566': 'WasupMoFucker', '1922233': 'soiseo2301', '1776690': 'xuanduz', '1917005': 'nhincc', '1489957': 'logachune', '1882560': 'gymer không tập chân', '1918892': 'mono.execute', '1899644': 'Jasminekiss', '1925541': 'blingbaby', '1593813': 'haihoang267', '1752374': 'haianh1233', '753937': 'bestlife', '1876443': 'Hiimchic'}","{'message_id': '27732489', 'message_time': datetime.datetime(2023, 9, 14, 10, 33), 'quote': [['27725133'], {'blockid': '1899644', 'data_source': '27725133', 'data_text': '\n\nJasminekiss said:\n\n\n\nChào các bác! Chuyện là người yêu em học Cơ điện tử ra, giờ đang làm ở vị trí lập trình web cho một công ty của Anh. Bởi vì là dân trái ngành nên ổng gặp khá nhiều khó khăn trong quá trình làm việc dù được mọi người trong công ty hỗ trợ nhiệt tình. Tối nào về em cũng nghe ổng than công việc khó khăn và áp lực thế nào nên thấy xót lắm. Chính vì vậy, em đã khuyến khích người yêu em đi học một khoá lập trình bên ngoài để có kiến thức căn bản, mong là sẽ giúp ích cho công việc sau này.\n\nEm mong mọi người có thể review giúp em vài trung tâm học lập trình uy tín ở khu vực xung quanh quận 10, Tân Bình (hoặc lân cận cũng được) để người yêu em tự bổ sung kiến thức và cảm thấy tự tin hơn khi làm việc với ạ. Em có đọc review trên fb với google nhiều rồi mà thấy mông lung quá . Em xin chân thành cảm ơn!!! \n\nNote: Ổng bảo muốn tập trung học mấy cái này ạ: Html, javascript, jquery, sql\n\nvia theNEXTvoz for iPhone\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nJasminekiss said:\n\n\n\nChào các bác! Chuyện là người yêu em học Cơ điện tử ra, giờ đang làm ở vị trí lập trình web cho một công ty của Anh. Bởi vì là dân trái ngành nên ổng gặp khá nhiều khó khăn trong quá trình làm việc dù được mọi người trong công ty hỗ trợ nhiệt tình. Tối nào về em cũng nghe ổng than công việc khó khăn và áp lực thế nào nên thấy xót lắm. Chính vì vậy, em đã khuyến khích người yêu em đi học một khoá lập trình bên ngoài để có kiến thức căn bản, mong là sẽ giúp ích cho công việc sau này.\n\nEm mong mọi người có thể review giúp em vài trung tâm học lập trình uy tín ở khu vực xung quanh quận 10, Tân Bình (hoặc lân cận cũng được) để người yêu em tự bổ sung kiến thức và cảm thấy tự tin hơn khi làm việc với ạ. Em có đọc review trên fb với google nhiều rồi mà thấy mông lung quá . Em xin chân thành cảm ơn!!! \n\nNote: Ổng bảo muốn tập trung học mấy cái này ạ: Html, javascript, jquery, sql\n\nvia theNEXTvoz for iPhone\n\nClick to expand...\n\n\nNghiêm túc voiw nghề thì apply cái VB2 CNTT ấy, nó dạy mới bài bản, mà m nhớ cơ điện tử từ trong trường đã dính tới code rồi mà\n\n\xa0\n'}"
"{'1677054': 'manhsixpacks', '1599873': 'JUchi', '1885632': 'phongdev25', '1684577': 'TwisterZz', '1540161': 'Love U So Much', '1686691': 'thonas', '391960': 'hoangphi1650', '1603197': 'tomoco', '1880215': 'devil173', '77314': 'vuluc88', '1511566': 'WasupMoFucker', '1922538': 'Nino144', '1854057': 'uchihahahaha28'}","{'message_id': '27477127', 'message_time': datetime.datetime(2023, 8, 31, 9, 58), 'quote': [['25543161'], {'blockid': '1884237', 'data_source': '25543161', 'data_text': '\n\nhiraki_ryo said:\n\n\n\nLương ở WQ có thể deal đâu đó cỡ 3k, cao hơn cũng có, thấp hơn cũng có. Package cỡ 14 15 tháng. 3 4 5 năm kinh nghiệm khi phỏng vấn WQ chắc cũng ko khác nhiều, quan trọng là làm gì trong quá khứ đó. Tuy nhiên 5y+ thì dễ được xem xét senior hơn thì phải\n\nCâu hỏi phỏng vấn cũng vô vàn, tuỳ thuộc vào background của bạn và team bạn phỏng vấn. Round 1 sẽ là coding interview và các project trong quá khứ. Các round sau sẽ là kiến thức liên quan đến role đó và các project trong quá khứ. Có thể sẽ có live coding, SQL (hiếm gặp). Tuỳ team có thể sẽ có thêm kiến thức về data engineering, linux, computer science…\n\nSau đó sẽ là round với VP và GM, 2 round này thì gần như ko còn technical nữa. Bạn có thể hỏi trực tiếp recruiter để xin kinh nghiệm\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nhiraki_ryo said:\n\n\n\nLương ở WQ có thể deal đâu đó cỡ 3k, cao hơn cũng có, thấp hơn cũng có. Package cỡ 14 15 tháng. 3 4 5 năm kinh nghiệm khi phỏng vấn WQ chắc cũng ko khác nhiều, quan trọng là làm gì trong quá khứ đó. Tuy nhiên 5y+ thì dễ được xem xét senior hơn thì phải\n\nCâu hỏi phỏng vấn cũng vô vàn, tuỳ thuộc vào background của bạn và team bạn phỏng vấn. Round 1 sẽ là coding interview và các project trong quá khứ. Các round sau sẽ là kiến thức liên quan đến role đó và các project trong quá khứ. Có thể sẽ có live coding, SQL (hiếm gặp). Tuỳ team có thể sẽ có thêm kiến thức về data engineering, linux, computer science…\n\nSau đó sẽ là round với VP và GM, 2 round này thì gần như ko còn technical nữa. Bạn có thể hỏi trực tiếp recruiter để xin kinh nghiệm\n\nClick to expand...\n\n\nae cho hỏi WQ có cho làm remote hay hybrid ko nhỉ\nhay là đến office full tuần \n\n\xa0\n'}"
"{'1726645': 'domitif99', '1876443': 'Hiimchic', '1760481': 'toto_mickey', '590446': 'bitua1412', '1908889': 'Gạo mắc nhất thế giới', '1847816': 'minhmoon', '1686530': 'hungmessi2', '1880215': 'devil173', '1728101': 'tan264', '1599873': 'JUchi', '1505910': 'bigboss178', '1863546': 'nanhtrang110397', '1345753': 'diti412', '1880274': 'skindi76', '1677054': 'manhsixpacks', '1885632': 'phongdev25'}","{'message_id': '27456719', 'message_time': datetime.datetime(2023, 8, 30, 9, 30), 'quote': [], 'text': '\n\ncác bác có bác nào ở hp có job fresher không, em sắp bị layoff rồi. buồn quá\n\n\xa0\n'}"
"{'1893791': 'manh_elnino', '1900595': 'The_Hermit', '1489957': 'logachune', '1921386': 'Hope.H.anh', '1505910': 'bigboss178', '1599873': 'JUchi', '1627761': 'Mr Robot', '1603197': 'tomoco', '1721020': 'LoserThapNghiep', '1540161': 'Love U So Much', '1876443': 'Hiimchic', '1694595': 'git.algo', '1726645': 'domitif99', '590446': 'bitua1412', '1686530': 'hungmessi2'}","{'message_id': '27421356', 'message_time': datetime.datetime(2023, 8, 28, 11, 14), 'quote': [], 'text': '\n\nAi làm mgm site ĐN chưa ạ, mới có offer mà ko biết cty như nào \n\nvia theNEXTvoz for iPhone\n\n\xa0\n'}"
"{'1829967': 'chiyeuemthoi', '1752374': 'haianh1233', '1880215': 'devil173', '1659345': 'cuong02master', '1854057': 'uchihahahaha28', '1345753': 'diti412', '512020': 'Linkhayer', '760012': 'volam7127', '1865793': 'richard_lin01', '201436': 'naiveryan', '1627761': 'Mr Robot', '1721020': 'LoserThapNghiep', '1599873': 'JUchi', '503836': 'spam102', '590446': 'bitua1412', '1847816': 'minhmoon', '1686968': 'MoneyMaker'}","{'message_id': '27366874', 'message_time': datetime.datetime(2023, 8, 25, 10, 49), 'quote': [['27340172'], {'blockid': '1540161', 'data_source': '27340172', 'data_text': '\n\nLove U So Much said:\n\n\n\nvào cho biết giá trị của đồng tiền, khôn lên nhiều phết. cũng ko cu li lắm đâu, ko phải trực thì hết giờ là về\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nLove U So Much said:\n\n\n\nvào cho biết giá trị của đồng tiền, khôn lên nhiều phết. cũng ko cu li lắm đâu, ko phải trực thì hết giờ là về\n\nClick to expand...\n\n\nPhải trực là sao ạ, em chưa làm bank bao giờ, bác có thể chia sẻ thêm cho em biết với\n\nGửi từ LGE LM-V600 bằng vozFApp\n\n\xa0\n'}"
"{'1644385': 'pacpumpumcaccumcum', '1780954': 'tumoqun', '1881239': 'phuc_lethanh', '1719014': 'TuanNguyenVanMinh', '1797500': 'anhducnp', '171455': 'cool-girl', '1456199': 'nguyenducst', '1766835': 'Web.Coder', '1869609': 'ithao252', '1752374': 'haianh1233', '1726645': 'domitif99', '1401282': 'tu_tay_bop_dai', '1875793': 'dunglt45', '1686968': 'MoneyMaker', '1540161': 'Love U So Much', '1910448': 'phuquytaithien'}","{'message_id': '27340172', 'message_time': datetime.datetime(2023, 8, 23, 21, 51), 'quote': [['27337147'], {'blockid': '1910448', 'data_source': '27337147', 'data_text': '\n\nphuquytaithien said:\n\n\n\nmuốn biết phận culy thì cứ vào mấy bank truyền thống đó\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nphuquytaithien said:\n\n\n\nmuốn biết phận culy thì cứ vào mấy bank truyền thống đó\n\nClick to expand...\n\nvào cho biết giá trị của đồng tiền, khôn lên nhiều phết. cũng ko cu li lắm đâu, ko phải trực thì hết giờ là về\n\n\xa0\n'}"
"{'391960': 'hoangphi1650', '1351994': 'quan2921996', '1766835': 'Web.Coder', '1908889': 'Gạo mắc nhất thế giới', '1848651': 'Rhett Butler567', '1797500': 'anhducnp', '1813371': 'trinhtrang22', '1797102': 'NatriClorid-0.9%', '1901163': 'Thích Đỏ Đen', '171455': 'cool-girl', '1644385': 'pacpumpumcaccumcum', '1489957': 'logachune', '1599873': 'JUchi', '1780954': 'tumoqun'}","{'message_id': '27316858', 'message_time': datetime.datetime(2023, 8, 22, 17, 14), 'quote': [['27302789'], {'blockid': '1797500', 'data_source': '27302789', 'data_text': '\n\nanhducnp said:\n\n\n\nChuyện là sáng hôm nay em có phỏng vấn fresher C++ ở TMA Solutions, hình thức online, do có toeic 925 nên được miễn test toeic. Em được hỏi tầm 13 câu về technical dạng array, pointer, OOP, sort algorithm, struct, giải quyết vài bài toán thực tế... và em trả lời đúng 12/13, chỉ nhầm ở chỗ linkedlist đơn và kép (chị phỏng vấn feedback).\n\nXong chiều tối nhận được mail báo rớt phỏng vấn, em cũng k hiểu lý do luôn ạ  Trong lúc phỏng vấn em thể hiện thái độ cởi mở, vui vẻ, chị phỏng vấn cũng thế. Đến giờ em vẫn chưa hiểu lý do mình rớt pv là gì luôn  Bác nào đã từng trải qua việc rớt phỏng vấn mà k biết lý do k ạ \n\nView attachment 2028966\n\nClick to expand...\n\n'}], 'text': '\n\n\n\nanhducnp said:\n\n\n\nChuyện là sáng hôm nay em có phỏng vấn fresher C++ ở TMA Solutions, hình thức online, do có toeic 925 nên được miễn test toeic. Em được hỏi tầm 13 câu về technical dạng array, pointer, OOP, sort algorithm, struct, giải quyết vài bài toán thực tế... và em trả lời đúng 12/13, chỉ nhầm ở chỗ linkedlist đơn và kép (chị phỏng vấn feedback).\n\nXong chiều tối nhận được mail báo rớt phỏng vấn, em cũng k hiểu lý do luôn ạ  Trong lúc phỏng vấn em thể hiện thái độ cởi mở, vui vẻ, chị phỏng vấn cũng thế. Đến giờ em vẫn chưa hiểu lý do mình rớt pv là gì luôn  Bác nào đã từng trải qua việc rớt phỏng vấn mà k biết lý do k ạ \n\nView attachment 2028966\n\nClick to expand...\n\nTầm này giỏi quá nên chị pv không dám nhận, sợ trả lương k nổi, hoặc có khả năng cướp ghế của chị. Thôi apply mấy cty top 1 mà làm đi thím. Mấy cty đó mới đủ tiền để trả lương cho thím, với có nhiều người đủ tầm để quản được thím chứ.\n\n\xa0\n'}"
"{'1417052': 'sasuke_ango', '1848651': 'Rhett Butler567', '512020': 'Linkhayer', '596452': 'tolmiss', '1919541': 'tianaetp', '1919678': 'Nguoidungandanh', '1813371': 'trinhtrang22', '1681916': 'chubepinocchio', '1910448': 'phuquytaithien', '1483563': 'hontruocyeusau', '391960': 'hoangphi1650', '1160505': 'cuongstar9x', '1908889': 'Gạo mắc nhất thế giới', '1766835': 'Web.Coder', '1841055': 'phuongmh', '1351994': 'quan2921996'}","{'message_id': '27290963', 'message_time': datetime.datetime(2023, 8, 21, 12, 19), 'quote': [], 'text': '\n\nanh em cho em xin review công ty: New Ocean IS với\nCho có 3 ngày để trả lời Offer thôi. Nên cần khá gấp.\n\n\n\n\xa0\n'}"
"{'1702945': 'Yami Yami Yami', '1540161': 'Love U So Much', '1884237': 'hiraki_ryo', '1865932': 'Công nhân data', '1208779': 'hoainamhcm7487', '1544029': 'Ruoi Den', '1637581': 'BadCoder', '1875793': 'dunglt45', '590446': 'bitua1412', '1766835': 'Web.Coder', '1918716': 'Joe1211', '1690149': 'nart_1412', '1883487': 'zunnnnnn', '1754814': 'Cozark', '1919195': 'kakakaka123', '1599873': 'JUchi', '1430037': 'lozer'}","{'message_id': '27231679', 'message_time': datetime.datetime(2023, 8, 18, 10, 39), 'quote': [], 'text': '\n\nCó thím nào làm Vinbigdata k ạ, thấy đăng tuyển job mà inbox HR k thấy rep @@\n\n\xa0\n'}"
"{'1540161': 'Love U So Much', '488620': 'ak2angel', '1688715': 'Cryolite.', '1789779': 'h_ngyn', '753937': 'bestlife', '60604': 'MrTux', '1876443': 'Hiimchic', '1599873': 'JUchi', '1603197': 'tomoco', '1882143': 'MaKet23', '1876704': 'JavaNeverDie002', '1894106': 'accmoilap1', '1790478': 'khonghieusaobibanacc_pun', '1867609': 'Max Flow', '1637581': 'BadCoder'}","{'message_id': '27127350', 'message_time': datetime.datetime(2023, 8, 13, 7, 16), 'quote': [['27122439'], {'blockid': '1894106', 'data_source': '27122439', 'data_text': '\n\naccmoilap1 said:\n\n\n\nCác bác cho em hỏi Teko phỏng vấn bao lâu thì có kết quả ạ? Em phỏng vấn hơn tuần rồi vẫn chưa thấy báo gì, chắc tạch rồi ạ?\n\nClick to expand...\n\n'}], 'text': '\n\n\n\naccmoilap1 said:\n\n\n\nCác bác cho em hỏi Teko phỏng vấn bao lâu thì có kết quả ạ? Em phỏng vấn hơn tuần rồi vẫn chưa thấy báo gì, chắc tạch rồi ạ?\n\nClick to expand...\n\nFull process tầm 3 tuần\n\n\xa0\n'}"
